排名,预测分,商品ID,标题,美元价格($),cat_l1,cat_l2,main_url,总销量
1,1.5493371971873102,607595179965005,1pc 斜格沙发套，可机洗，防宠物抓挠，一体式设计，高弹力，四季皆宜，松紧带设计，适用于1/2/3/4人座沙发（不含抱枕套）,29.84,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/0ffa1fa2-1d93-4185-be75-2376df8183e6.jpg,13
2,1.523011190740242,607647793256497,2张万圣节窗户贴纸，恐怖骷髅头窗户贴纸，静电贴纸,3.36,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/3a29041954d4466cb5935a8b29b37beb-goods.jpeg,7
3,1.508134386074359,606972678103762,1pc 经典一体式通用沙发套 弹性提花通用沙发罩 四季纯色条纹沙发保护罩 防猫可拆卸可洗客厅等多场景可用沙发套 复活节 圣诞节装饰礼物（不含抱枕套）,29.32,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/0e63c89fbbce4a348936fd833e56d46b-goods.jpeg,79
4,1.5081114372827924,606955900911521,一体式四季通用绗缝被，柔软蓬松透气床上用品，温暖舒适轻盈床罩，奢华酒店风，可机洗，适用于卧室、客房、宿舍，全年皆宜,17.82,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/f4b1f109-a3ac-4a36-875e-036056d3b9b6.jpg,23
5,1.4349841820551645,607059718307474,2D平面秋季松鼠枕套橙色靠垫套单面印花不含枕芯沙发床装饰，客厅卧室适用,3.58,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/338c22f888e6445d958c0d580fbcb2c4-goods.jpeg,7
6,1.426923861459919,607622291931980,"3Pcs 白色公主风女生房间床品，精致花朵刺绣蕾丝边装饰被套套装，120G柔软舒适透气面料，包含1个羽绒被套+2只枕套，不含被芯 枕芯，Single Double Queen King Super King size, 四季可用 可机洗",26.03,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/b277dabe-5b7a-4b5d-b63c-05680bcc0a54.jpg,88
7,1.4243034983193128,607193868910493,52件装灰蓝色气球套装，含25.4厘米金沙白马卡龙蓝气球，适用于新娘送礼会、婚礼、生日、周年纪念、毕业派对装饰，以及万圣节和圣诞节装饰,3.65,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/43ee95de436a45d1adabd014d065c59f-goods.jpeg,112
8,1.4209653382395635,607414589986498,2D平面，1件无框帆布海报 极简情侣油画 中性牛仔女孩人偶帆布大米色纹理墙 आर्ट，帆布油画墙 आर्ट海报卷轴图片印刷客厅墙面装饰家居海报,8.45,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/d38e4f7a73414d7596349c3fd8b42679-goods.jpeg,5
9,1.4142829825794097,607598401171390,一套5件番茄酱瓶磁铁-红酱冰箱备忘录板磁铁,1.31,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/042a2e118c5a44988fe0c17de411bed6-goods.jpeg,1
10,1.3767120288757844,606920467416462,2件套高品质全包沙发套，四季适用弹性沙发罩，适用于客厅直排沙发，防猫抓且可拆卸水洗，带加宽松紧带与绑带，适用于客厅卧室,33.36,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/4a829c15-2d51-46e7-afef-1c72727bb888.jpg,44
11,1.3642055588180424,607613701992283,102pcs 橙色 沙白 浅蓝 孔雀蓝 浅粉 乳胶气球 5in 10in 适用于新年 节日背景 生日 迎婴派对 婚礼 情人节 父亲节 母亲节 感恩节 万圣节 圣诞节 复活节 狂欢节 毕业季 开学典礼 主题派对 照片道具 聚会 场地布置 DIY 装饰 送礼会 舞会 夏日派对 周年纪念日 嘉年华,4.01,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/6639b2da421847c3864d9eeafff36e5e-goods.jpeg,1
12,1.3479046951318594,607293257179596,1pc 鱼骨纹暗纹提花全包沙发套 四季通用高弹性沙发套 宠物友好型 耐磨防滑 可机洗沙发套 1/2/3/4人位 适用于旧沙发翻新 家庭客厅、卧室办公室等场景 复活节圣诞节居家好物,23.12,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/46ffc887-b28a-412f-9eec-00087ebe58b3.jpg,3
13,1.345386017062032,606706792799832,1件装，弹力沙发笠，纯色系列，多色可选，宠物友好，可机洗，易安装，松紧带稳固，家居装饰，适用于卧室、客厅等多种场景,5.88,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/0316c136-93d5-4f09-8059-35182d396488.jpg,7
14,1.337315794971225,607070992616482,1pc 井格纹肌理全包沙发套 高弹力耐磨防滑沙发罩 一体式懒人沙发防尘保护套 宠物友好 四季通用 旧沙发翻新 适用于客厅卧室办公室酒店等场景 万圣节 圣诞节家居优选好物（不包含抱枕套）,16.44,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/cae70547-48ea-4dda-bed1-ba6c94a6857f.jpg,1
15,1.3332818324437794,607369694145310,弹力泡泡裙边一体全包椅子套罩防滑四季通用结实耐用 四季通用客厅家用酒店全包套/四个装,26.56,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/ee8a9d8b-4f16-4f68-99b0-c41ef92d29a7.jpg,2
16,1.3216266950799196,607033881417362,秋冬新款加厚提花菱格款绒床笠，加厚设计多种颜色/尺寸可选，保暖柔软。,15.43,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/b3794498-6abf-4d3b-bdd9-cb0a8f5c71fe.jpg,18
17,1.3191260504263327,607475994563945,新款青棱纹提花沙发套 弹力全包沙发罩 家用客厅沙发保护罩 防猫抓可拆洗四季通用沙发垫套 多色可选,27.61,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/887d13c4-ca17-4555-8047-4875843c4357.jpg,7
18,1.3182035668625762,607520689122258,加厚提花弹力全包沙发套 家用客厅扶手沙发罩，盖住整个沙发弹性底部沙发防尘保护罩，纯色可拆洗沙发盖布，适用于有宠物的家庭(不含抱枕套）,31.23,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/be1485772a344bf7a243a1ac1e6d429b-goods.jpeg,2
19,1.3073267794019858,607527668419334,1pc 加厚竖纹肌理沙发套 高弹力防滑耐磨沙发套 一体式四季通用全包防尘沙发保护罩 宠物有好可机洗 旧沙发沙发套 适用于客厅卧室办公室等场景 复活节 圣诞节沙发套装饰套（不含抱枕套）,35.1,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/7af5e3ad-aac8-45d8-936f-7702f6aec99c.jpg,14
20,1.305436284524126,607230778799172,2D 2件纯色墨绿抱枕套，单面印花，多尺寸可选，桃皮绒材质，拉链闭合，可机洗，不含枕芯。纯色墨绿简约素面，百搭耐看，适配沙发、卧室、飘窗。,5.65,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/5d5fc770a09847deba333a44d72acc16-goods.jpeg,51
21,1.2994023010356444,606248925820561,2D平面，1件装带框2D平面帆布画《金色山峦与旭日》——适用于装饰客厅、卧室、办公室、餐厅及各类房间，2D平面,10.99,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/1655e845-27fc-4ab3-9add-2ccb7999d9bd.jpg,4
22,1.2952686405068659,606612974577490,2PCS 2D平面印花，复古几何边框图案抱枕套，橙棕米主色调经典装饰风格，适用于客厅沙发软装、休闲椅靠垫装饰和民宿客房软装，不含枕芯,3.49,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/db006fa98d0f4721a6ec3f9321a2357f-goods.jpeg,28
23,1.2947722367329892,606841681594657,4pc 穿杆 橄榄绿色 杆口式透明窗帘，婚礼装饰、派个窗帘、室内装饰（不含挂杆及配件）窗帘片，纱帘片,24.04,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/29ed91abf5ad45e196c70f4072431e5c-goods.jpeg,51
24,1.2893648668714501,601101280909007,2D平面，1件无框宁静瀑布与繁茂山脉帆布印刷 - 现代经典艺术装饰垂直墙画，客厅、卧室、办公室装饰用鲜艳墨水绿色风景海报 - 宁静自然场景，理想礼物，帆布墙艺术，床房作品，细致森林场景，生动彩色艺术品，2D平面,2.8,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/45cc730d497f4fcb9c445a03d930c3a0-goods.jpeg,4
25,1.287514091584057,607691011406047,1pc 简约优雅的米灰色方形及长方形桌布 - 耐用、易清洁、适用于餐厅、厨房及家居装饰，材质优质,16.07,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/39910dc11695436b90f127ce7ec7f1c8-goods.jpeg,12
26,1.2804653928351257,606618410421180,2件，2D单面印刷，咖啡色底小白花抱枕套，复古米白色小碎花满印印花靠垫套，中古风、复古田园软装风格，桃皮绒面料，多种尺寸可选，可机洗，隐形拉链，不含枕芯，适配沙发、客厅、卧室软装布置。,4.59,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/ea07f744a6c34a4ea5c2f719ccbf6d5a-goods.jpeg,9
27,1.2796678936788428,607155751066656,1pc精美礼品枕套 透气枕套 单只装不含枕芯 柔软亲肤 蓝色时尚外观 居家、酒店客房均可使用,1.47,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/2fdc9bee79be42ba9ef4330501b50a79-goods.jpeg,4
28,1.2740291632309224,607448748417232,萌趣狗狗门挡，重型防滑楔形地板保护器，防撞门挡，宠物防护，耐用防刮塑料，无需安装不伤木门地板，趣味治愈家居小摆件，租房居家实用装饰好物，圣诞节、生日送礼独特软装配件。,1.43,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/f80be5c9bdef4fa2abbe3067d6e77af8-goods.jpeg,4
29,1.2737500501189132,606617806447419,31件粉色白色金属粉色气球套件适用于生日 婚礼 派对装饰 粉色节日派对装饰 退休 周年纪念 新娘送礼会 家居室内外派对装饰用品,3.24,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/b159210e-f485-4a19-8eba-af347efb42b1.jpg,59
30,1.2637178499424853,607040726483959,4pc 隐形床单固定器 安全床垫绑带 / 束带 适配所有尺寸床铺 安装简便 耐用防滑 稳固抓握 床垫夹 / 床单夹 / 床铺整理夹 纸张固定器 整洁床铺解决方案 极简设计 光滑表面 现代寝具配件 / 用品 床上用品爱好者 宿舍房间配件,2.31,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/d4c2151e-7a75-4a37-a2b3-37ea0a4e07c8.jpg,79
31,1.2619601712188933,606286456405475,8个装精致白色抱枕芯 200-250g聚酯填充 可机洗 低调奢华,20.28,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/6e7b25ea8f044536bc93cca1907096b0-goods.jpeg,14
32,1.2607532919303457,607289163536208,1个 2D 平面印刷 可定制名字 26个字母 薰衣草色 定制名字，家庭纪念礼物，母亲节、情人节、父亲节、感恩节、教师节礼物，情侣用，单面印刷靠垫套、枕套，2D,2.42,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/b088a9e225ca4a8fb3f43eea7153e773-goods.jpeg,11
33,1.2512383102870253,606861411600475,双面银单向隐私隔热遮阳膜，镜面一侧，适用于办公室玻璃窗、厨房阳台、家居卧室，书房等场景的隔热膜，方便安装，静电吸附,8.69,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/054262af-6d77-4172-8729-d1048d8b266e.jpg,9
34,1.242749971950109,607083273521024,荒原加油站全景模型套装 - 复古燃油加油机、油桶与管道桩柱，适用于桌面游戏收藏家，主题房间装饰用塑料模型套件，末日废土主题生日礼物,4.73,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/41b57b170c0d41df9a42a5b829a41341-goods.jpeg,2
35,1.2415979942007125,606973751857169,1pc【云澜】沙发垫 四季通用 波西米亚风格 超声波工艺沙发布套 宠物友好 防滑耐磨防抓挠 现代家居装饰保护坐垫,13.36,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/a43371a2-859e-4048-afc5-bee95ba2f8b9.jpg,14
36,1.2403574195992801,607314127992814,七层转角置物架，Z字形壁挂式设计，多层隔断，可收纳书籍和植物，适用于客厅、卧室、厨房、书房角落等场所。,22.28,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/8be6a335-9bea-42b5-9b55-e55b7d268b23.jpg,3
37,1.2379011970909835,606727932085844,2D平面横幅 1个桌旗，包含泰迪熊、礼物、数字“1”和“HAPPY BIRTHDAY ONE”文字等元素，主题派个装饰，适用于餐桌、咖啡桌、周年纪念、家庭装饰，耐用涤纶,2.12,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/217a7c24a8/9e2629e8-0315-41bc-a443-6e0c530cbee8_1000x1000.jpeg,17
38,1.2373637564247406,607483108163033,银色窗膜轻松安装窗用隐私膜，静电吸附式反光镜玻璃覆盖层，既能看清外面又不会被看到，可有效阻隔日间阳光热量及紫外线，可拆卸，不留残留物静电款，适用于门窗,2.36,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/c2b464ae09b44a19bc52fb81d3284d35-goods.jpeg,7
39,1.2370946892441048,607210511899569,杏叶暗纹提花全包沙发套 高弹力 耐磨 防滑 易安装 宠物友好 可机洗沙发套 1/2/3/4人位 适用于客厅、卧室、办公室、单身公寓等场景、万圣节 圣诞节优选好物,27.75,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/060244b6-dd1b-4a61-8c26-6236bf30dc06.jpg,1
40,1.2261174276724391,601101553713626,有框，房间装饰 1 件奇异海滩海鸥帆布墙壁艺术，木制框壁画，家居和办公室装饰，客厅卧室宿舍装饰,14.22,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/cdfe5c2d-8680-4b09-b114-a7ac5500792d.jpg,20
41,1.2235199401547132,606713235256204,单向透明隔热窗膜 适用于玻璃窗户 静电吸附PVC膜 兼具隔热防眩光功能 阻挡阳光 适用于家庭办公室、玻璃门、镜子、窗户 - 可直接粘贴,1.85,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/d9f141a3-7b1f-4cb1-b326-3af66ffd4676.jpg,78
42,1.2220896774255763,606626664788826,1pc 双面米底色复古水彩缠枝花卉印花抱枕套，2D平面印刷，中古风田园氛围感，适合客厅卧室软装搭配，不含枕芯,3.86,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/4536d7dde3e8411fa93f9f30004db56b-goods.jpeg,4
43,1.2196624666421336,606856781131764,2件，纯色酒红色丝绒抱枕套，柔暖丝绒面料，简约纯色花设计，复古轻奢风格，内置隐形拉链，可机洗，不含枕芯，适配沙发、卧室、酒店民宿软装搭配。,4.53,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/a24b16db-b521-4f52-8d5a-518a1973c02c.jpg,43
44,1.2194582813550086,601103503980637,"个性化照片帆布墙艺术，支持自定义照片上传——将您的照片印制在帆布与木质画框上——上传您的图像，适合情侣、家庭肖像——理想礼物, 房间装饰, 卧室海报, 墙面艺术印刷品, 海报墙艺术, 墙面装饰画, 艺术作品, 艺术印刷品, 墙面艺术画布",5.79,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/0170d09a261c4a0d88db9b013e257e42-goods.jpeg,13
45,1.219325229286941,607095487317622,绿色格纹桌布，高品质餐桌罩，适用于野餐、派对、烧烤及户外餐饮装饰,7.17,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/c62b1602-af6c-4828-af54-99cfaa960444.jpg,30
46,1.2173371028466011,606896710846318,亲肤柔软颈椎支撑枕套，优质面料枕套，适用于人体工学枕头，背部和侧睡者，抗皱防起球耐用颈椎支撑套，带隐形拉链，灰色枕套床上用品,6.1,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/9e8bd8ad62e34338b82a0c232d2211c0-goods.jpeg,5
47,1.2167291393611186,607052537640197,Dokriy 2件装 学院风粉色豹纹与8号球装饰抱枕套，时髦俏皮猎豹Y2K幸运8号球美学抱枕套，适用于少女房、宿舍、公寓装饰（单面，含枕芯）,5.09,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/bc5d0dce-b0c1-4d45-a938-0bdec0acd0f8.jpg,8
