排名,预测分,商品ID,标题,美元价格($),cat_l1,cat_l2,main_url,总销量
1,1.426923861459919,607622291931980,"3Pcs 白色公主风女生房间床品，精致花朵刺绣蕾丝边装饰被套套装，120G柔软舒适透气面料，包含1个羽绒被套+2只枕套，不含被芯 枕芯，Single Double Queen King Super King size, 四季可用 可机洗",26.03,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/b277dabe-5b7a-4b5d-b63c-05680bcc0a54.jpg,88
2,1.39892175646863,607011735485707,最新升级款一件多功能人体工学抬高垫 透气不闷趴睡枕 床上趴着玩手机看书靠枕 臀部腰部承托 情侣居家多用途舒适垫,21.22,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/1642a4826a5b435f976c70c43139816a-goods.jpeg,0
3,1.337315794971225,607070992616482,1pc 井格纹肌理全包沙发套 高弹力耐磨防滑沙发罩 一体式懒人沙发防尘保护套 宠物友好 四季通用 旧沙发翻新 适用于客厅卧室办公室酒店等场景 万圣节 圣诞节家居优选好物（不包含抱枕套）,16.44,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/cae70547-48ea-4dda-bed1-ba6c94a6857f.jpg,1
4,1.3332818324437794,607369694145310,弹力泡泡裙边一体全包椅子套罩防滑四季通用结实耐用 四季通用客厅家用酒店全包套/四个装,26.56,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/ee8a9d8b-4f16-4f68-99b0-c41ef92d29a7.jpg,2
5,1.3324360119077976,607468746830724,1PC 异形秋意 雪尼尔花边沙发垫套罩靠背巾，四季通用家居宠物狗友好，防滑可水洗家具保护垫，卧室、办公室、客厅家居装饰,11.08,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/557b8237-1824-45e6-b5eb-c0351f2dc711.jpg,0
6,1.3216266950799196,607033881417362,秋冬新款加厚提花菱格款绒床笠，加厚设计多种颜色/尺寸可选，保暖柔软。,15.43,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/b3794498-6abf-4d3b-bdd9-cb0a8f5c71fe.jpg,18
7,1.3191260504263327,607475994563945,新款青棱纹提花沙发套 弹力全包沙发罩 家用客厅沙发保护罩 防猫抓可拆洗四季通用沙发垫套 多色可选,27.61,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/887d13c4-ca17-4555-8047-4875843c4357.jpg,7
8,1.3073267794019858,607527668419334,1pc 加厚竖纹肌理沙发套 高弹力防滑耐磨沙发套 一体式四季通用全包防尘沙发保护罩 宠物有好可机洗 旧沙发沙发套 适用于客厅卧室办公室等场景 复活节 圣诞节沙发套装饰套（不含抱枕套）,35.1,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/7af5e3ad-aac8-45d8-936f-7702f6aec99c.jpg,14
9,1.3035532569970345,605737556250155,MOKALALA 1件 波西米亚风曼陀罗图案薄被 - 轻薄透气四季通用，适合家庭酒店宿舍使用，可机洗柔软床罩，现代风格，适用于床、沙发、空调毯,22.85,家居厨房用品,床上用品,https://img.kwcdn.com/product/21140d62aa8/afc4c21f-28ea-4693-9ed3-9e3731276e89_1000x1000.jpeg,0
10,1.2796678936788428,607155751066656,1pc精美礼品枕套 透气枕套 单只装不含枕芯 柔软亲肤 蓝色时尚外观 居家、酒店客房均可使用,1.47,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/2fdc9bee79be42ba9ef4330501b50a79-goods.jpeg,4
