排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
838,1.1961583080052813,601099513546899,1pc 垫套 43x43cm 毛绒毛皮雪花印花垫套装饰枕套沙发客厅家居装饰枕套,3.89,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/bf3e55af89a006ac8e117adcab136703.jpg,https://www.temu.com/search_result.html?search_key=601099513546899&search_method=user,915.csv,False,,True,57
3379,0.9569850048117835,601099521707820,4件装 Colorlife 你好南瓜 秋季丰收枫叶抱枕套，12x20英寸 秋季季节性靠垫套 适用于沙发，一套4件,10.83,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/1ef6092e122dcefd4d2b9a935302b4da.jpg,https://www.temu.com/search_result.html?search_key=601099521707820&search_method=user,915.csv,False,,True,66
6574,0.4919695746323942,601099521708228,1个万圣节抱枕套 12X20英寸 可爱装饰 农舍风格 黑色靠垫套 秋季家居沙发装饰,2.69,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/7cae0723e6b4bfea32d012e8d2aa05e2.jpg,https://www.temu.com/search_result.html?search_key=601099521708228&search_method=user,915.csv,False,,False,17
8372,0.28557639953480274,601099526552684,"2/3pcs Fashion Down Duvet Cover Set, Elephant Pattern Duvet Cover Set (1 * Duvet Cover+1/2 * Pillowcase, Coreless), Polyester Fiber, Comfortable And Soft to The Touch, Breathable And Skin Friendly Fabric, Suitable for Bed Use All Season Round",24.93,家居厨房用品,床上用品,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/4309a4fca066df9e38dc16a7fae1cee5.jpg,https://www.temu.com/search_result.html?search_key=601099526552684&search_method=user,915.csv,False,,False,333
1328,1.1303240639383967,601099530261222,"2/3pcs Unique Printed Flower Pattern Design Down Duvet Cover, Soft, Comfortable, and Breathable Duvet Cover Pillowcase, for Youngsters Teens Boy Girls Room Decor (1 * Duvet Cover+1/2 * Pillowcase, Coreless)",23.92,家居厨房用品,床上用品,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/427666600737034ea2c025149781fdd8.jpg,https://www.temu.com/search_result.html?search_key=601099530261222&search_method=user,915.csv,True,Led,True,167
6366,0.5362974997604586,601099531114677,1件 水牛格纹侏儒郁金香夏季桌旗，季节性复活节假日厨房餐桌装饰，适用于家庭派对室内 13×48英寸/13×72英寸/13×108英寸,3.06,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/edb11a5c2dcc31b0d9243cee7728f516.jpg,https://www.temu.com/search_result.html?search_key=601099531114677&search_method=user,915.csv,False,,False,7053
2071,1.0593862174840705,601099532502170,1件装 复活节快乐兔子侏儒彩蛋桌旗，黑白水牛格纹家居厨房节日兔子装饰，春季农舍波点餐厅装饰派对用品，尺寸可选：13×48英寸/13×72英寸/13×108英寸,7.62,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/7ef172941ee7004bbc631353b9d5e3b1.jpg,https://www.temu.com/search_result.html?search_key=601099532502170&search_method=user,915.csv,False,,True,2459
1470,1.1161809442726591,601099535561269,"2/3pcs Unicorn Down Duvet Collection, Featuring a Unicorn Flower Rainbow Design, Golden Star White Unicorn Bedding, Soft, Cozy, And Breathable, Perfect for Bedrooms And Dorm Rooms (Includes 1 Duvet Cover And 1/2 Pillowcases, Core Not Included)",25.53,家居厨房用品,床上用品,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/1112b70826a020f1dff657af5e2b683e.jpg,https://www.temu.com/search_result.html?search_key=601099535561269&search_method=user,915.csv,False,,True,399
397,1.3057335946448685,601099535674735,1条桉树绿植桌旗，黑白水牛格纹桌巾，家居厨房餐厅装饰，春季季节农舍装饰室内外周年纪念派个用品 13 X 48 英寸/13 X 72 英寸/13 X 108 英寸,3.05,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/bb581cd4d949a4472447555ea19007ec.jpg,https://www.temu.com/search_result.html?search_key=601099535674735&search_method=user,915.csv,False,,True,3649
7039,0.4230754403028604,601099535686318,1件装 爱心兔子侏儒彩蛋复活节桌旗，春夏季节性假日厨房餐桌装饰，适用于室内外家庭派对装饰，尺寸可选：13×48英寸/13×72英寸/13×108英寸,7.94,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ac27cf30f8f3accb294d3c40ead3f845.jpg,https://www.temu.com/search_result.html?search_key=601099535686318&search_method=user,915.csv,False,,False,606
