排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
2,1.6063397030782656,607269701975586,20件套（含10个盒子+10个盖子），配透明圆顶盖，适用于甜点杯、纸杯蛋糕、松饼、布丁杯、迷你蛋糕盒，耐热防漏，节日派对餐用、烘焙展示，清新红白桌面风格,2.68,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/ce58bf470b82431983ad681c89ef4615-goods.jpeg,https://www.temu.com/search_result.html?search_key=607269701975586&search_method=user,914.csv,False,,True,1
3,1.583158069868485,601101403479536,1个，17盎司 毕业季 独立日 WB小丑 防漏设计，大容量保温冷水瓶 - 适合长期使用，冷热饮品皆宜，完美适合咖啡、办公室和旅行,16.4,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/open/953b366cee92452aa6f3813334633a35-goods.jpeg,https://www.temu.com/search_result.html?search_key=601101403479536&search_method=user,914.csv,False,,True,1
4,1.564397485251202,601105085159723,一款16.8盎司不锈钢旅行杯，图案为蝴蝶和小猫，非常适合作为露营、野餐、办公室使用、派对或日常享用的礼物。是一款高品质的咖啡杯。,14.74,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/20add7010b/d44e5ae1-f7a6-4c70-93fa-9f1f4f25ee4e_800x800.jpeg,https://www.temu.com/search_result.html?search_key=601105085159723&search_method=user,914.csv,False,,True,9
6,1.5460683720001351,601104969437499,方形耐用磁铁冰箱贴，适用于冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房配件、女朋友礼物、节日礼物，带有迷人的图案,1.26,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/ba22b1dea867444ba88d45144f704855-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104969437499&search_method=user,914.csv,False,,True,0
7,1.5365396970710177,607216685941635,女士瑜伽姿势图案不锈钢保温杯1个 - 14盎司容量，带防漏盖，适用于家庭、办公室、健身房、瑜伽馆、旅行等场景，瑜伽主题设计，适合日常健身与补水，支持手洗,10.59,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/fancy/1fd5754e-c054-44d7-83b9-d56b3a80223f.jpg,https://www.temu.com/search_result.html?search_key=607216685941635&search_method=user,914.csv,False,,True,0
8,1.5312687417264317,605676084536020,3个装 金属螺丝 16Mm，适用于V6 V8 V10 V11 真空吸尘器电源包电池 SV09 SV10 SV11 SV12 SV14,0.48,家居厨房用品,吸尘器及扫地机器人,https://img.kwcdn.com/product/fancy/20cd9499-da2e-4058-9e04-3dc6e1af2924.jpg,https://www.temu.com/search_result.html?search_key=605676084536020&search_method=user,914.csv,False,,True,12
9,1.5308392019730783,601104969349434,方形耐用磁铁冰箱贴，适用于冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房配件、女朋友礼物、节日礼物，带有迷人的图案,1.47,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/9ed786d76a964753b839c6d56af8c822-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104969349434&search_method=user,914.csv,False,,True,0
9,1.5308392019730783,601104977134361,方形耐用磁铁冰箱贴，适用于冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房配件、女朋友礼物、节日礼物，带有迷人的图案,1.92,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/360a8cb5ee8945c99ac54ce90e895054-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104977134361&search_method=user,914.csv,False,,True,2
9,1.5308392019730783,601105077907613,方形耐用磁铁冰箱贴，适用于冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房配件、女朋友礼物、节日礼物，带有迷人的图案,1.96,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/4a04ab20e19f4196b63086ba598b5293-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105077907613&search_method=user,914.csv,False,,True,1
14,1.512544160967146,601104707958768,单个16.8Oz不锈钢杯，采用意大利面条马桶设计，方便旅行，非常适合露营、徒步旅行、工作、健身房和野餐,15.22,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/2066d9069a/d3ea4dad-db65-4d82-a448-23ce87e72082_800x800.jpeg,https://www.temu.com/search_result.html?search_key=601104707958768&search_method=user,914.csv,False,,True,3
