排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
125,0.8889695239539411,601099537027275,适用于烧烤架、厨房炉灶和烤箱的多功能清洁刷 - 无需电源，非常适合家庭和户外使用,1.42,家居厨房用品,清洁用品,https://img.kwcdn.com/product/open/2023-12-06/1701861678448-ffb88578bc34495eb47cdda8f530b51f-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099537027275&search_method=user,917.csv,False,,True,0
4117,0.2110779201005055,601099569028467,"3pcs, Cuter 3in 1 Cup Brush, Groove Cleaning Brush, Water Bottle Brush, Milk Bottle Brush, Nipple Brush, Crevice Cleaning Brush, Portable Multipurpose Cleaning Brush, for Home Travel, Cleaning Supplies, Cleaning Tool, Back to School Supplies",6.05,家居厨房用品,清洁用品,https://img.kwcdn.com/product/open/2024-04-22/1713794727115-43386fe23b8f4066b9c3e5f2069a2313-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099569028467&search_method=user,917.csv,False,,False,0
3056,0.2679723258244274,601099641987732,1个装 5钩门后挂钩，衣帽袍毛巾挂架，耐用衣柜挂钩，浴室收纳整理架,2.6,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/2024-08-17/1723911670158-55037e2a8b4a4dae8e0b300cfeb146ee-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099641987732&search_method=user,917.csv,False,,False,2
130,0.8758529438300136,601099652391157,"1pc, Wall-Mounted Storage Box Rack, Wall-Mounted Refrigerator, Side Door, Kitchen, Bathroom Cabinet, Bathroom Cabinet Door, Wash And Storage Rack, Shelves",6.67,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/2024-08-28/1724848238912-f097e8465ccb40a2a0b56c8b9c67569d-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099652391157&search_method=user,917.csv,True,LV,True,1
82,0.9673297638180289,601099656637513,"1pc Insulated Oxford Cloth Lunch Bag, Portable Breakfast Thermal Pouch, Small Size, Hand Washable, Leakproof, for Travel & Picnic",1.94,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/c2e801c2c9e3372bf274dd2e0e5c3f1c.jpg,https://www.temu.com/search_result.html?search_key=601099656637513&search_method=user,917.csv,False,,True,48
5479,0.1358346521121512,601099740758469,"No Drill Wall-Mounted Hair Straightener & Curler Holder - Space-Saving Bathroom Shelf with Hanging Shelf, Durable Plastic Suitable for Flat Irons, Curling Rods, Hair Tools Storage, Installation for Shower Organization, Shelves",15.86,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/0e36216b7f1644c9b1279bf4d06dce54-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099740758469&search_method=user,917.csv,True,LV,False,0
149,0.8473168312176156,601099870648375,1件 棒球帽防变形洗衣机收纳和清洁保护架节省空间，适用于洗衣机，可拆卸清洁架保持形状,2.3,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/de4f03ac-9471-49e5-90d0-d778f326717a.jpg,https://www.temu.com/search_result.html?search_key=601099870648375&search_method=user,917.csv,False,,True,1
915,0.43819440614038363,601099935382882,一款可以定制刻字的钢制储物箱，用于钉子、金属配件、钢笔、配件、邮票和照片,21.79,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/b7160e76-0a60-48d7-9ff5-a9ced0b78f4e.jpg,https://www.temu.com/search_result.html?search_key=601099935382882&search_method=user,917.csv,False,,False,0
810,0.45498583317889185,601099998339069,16.9 盎司不锈钢保温旅行杯，带有 3D 爱与邪恶之眼设计 - 黑色配粉红心形、星星和笑脸 - 非常适合运动、健身房、礼品和日常使用、旅行水瓶| 3D 列印玻璃杯 |隔热瓶,9.96,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/79f3b17efa7c4b5a971d0dc6df83d51a-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099998339069&search_method=user,917.csv,False,,False,1
912,0.43909089835519743,601100047684014,"A Classic Solid Wood Storage Stool with Drawer, No Handle, Unpadded, Nail Design, Smooth Polished Surface, Natural Texture - Multifunctional Home Furniture",32.69,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/ec2080c3d554476a80b1d50a805ab893-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100047684014&search_method=user,917.csv,False,,False,0
1049,0.4202448976197821,601100074879983,1件现代壁挂式浴室毛巾架，带180°旋转挂钩，免打孔不锈钢与塑料结构，吸盘式置物架，用于收纳洗漱用品和毛巾，毛巾架,2.76,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/ba442989-fef5-4e6a-90d2-09b1dd413dde.jpg,https://www.temu.com/search_result.html?search_key=601100074879983&search_method=user,917.csv,False,,False,0
3845,0.22439193277488806,601100079002467,1pcs时尚可折叠帽子收纳架 - 容纳7顶超大号帽子，包括牛仔帽、遮阳帽、沙滩帽和棒球帽 - 耐用不织材料，独特图案 - 带手柄便携，节日礼品，礼物,4.49,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/52081683-96dc-495a-be50-75eef95674ff.jpg,https://www.temu.com/search_result.html?search_key=601100079002467&search_method=user,917.csv,False,,False,0
26,1.088711223066256,601100091129904,304智能温度杯真空双层不锈钢温显直身纯色简约型保温杯一个,6.18,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/fancy/ffbe5ae3-546d-48a1-aa3a-3c6bc2e21b71.jpg,https://www.temu.com/search_result.html?search_key=601100091129904&search_method=user,917.csv,True,智能,True,0
