排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
1,2.32225906140658,606229330020788,1个黑金色女性抱枕套，适用于客厅和卧室沙发，未包含填充物，尺寸为45*45cm/18*18inch,2.98,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/cf29a2b830f146cc9606dc1c1714d9a9-goods.jpeg,https://www.temu.com/search_result.html?search_key=606229330020788&search_method=user,916.csv,False,,True,0
4,2.152124859700224,601101912264521,2件装芭蕾舞者设计抱枕套，时尚短绒抱枕 18x18英寸/45x45厘米，柔软装饰双面印花枕套，适用于卧室沙发（不含枕芯）,7.66,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/e2ab6e4b-a0be-47e7-a115-1280cd57a037.jpg,https://www.temu.com/search_result.html?search_key=601101912264521&search_method=user,916.csv,False,,True,3
7,2.03758173012072,607683360953955,72片3D镜面蝴蝶墙贴。有金色和银色可选。适用于家庭客厅、卧室、婚礼装饰和其他室内墙壁装饰。家居装饰墙贴,5.33,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/5859bff6-f38d-4798-b489-d7b5400dcf0f.jpg,https://www.temu.com/search_result.html?search_key=607683360953955&search_method=user,916.csv,False,,True,2
8,2.024478083632536,606907850928147,加厚绿植真空储物袋 规格有40x60cm， 50x70cm， 60x80cm， 80x100cm，/节省空间袋，密封压缩，防尘防潮/适用于衣服和床上用品/非常适合宿舍、衣柜和搬家,1.43,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/eb9768f8-1245-420d-a718-6bb99ee0e9a0.jpg,https://www.temu.com/search_result.html?search_key=606907850928147&search_method=user,916.csv,False,,True,14
9,1.9964964200279491,607660007121514,1pc Fear of God Essentials标志主题设计图案印花方形抱枕套，柔软舒适，适用于客厅、卧室、办公室、宿舍、汽车、室内外派对、家具装饰靠垫套，夏季礼物、理想的节日礼物，毕业季礼物（无枕芯）45*45cm/18*18inch,3.11,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/c16940429fee40cf8a443f8f5963762c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607660007121514&search_method=user,916.csv,False,,True,0
10,1.9808963286441248,606961806458328,1pc不锈钢肉叉木制手柄防烫烧烤叉适合厨房户外露营分肉用,7.84,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/feed8850-8c74-4f3b-9795-54f6bd4dc44b.jpg,https://www.temu.com/search_result.html?search_key=606961806458328&search_method=user,916.csv,False,,True,9
14,1.9100863344587715,606789202501426,"Custom Cookie Stamp, 25Th Dec Xmas Wreath Embosser, Personalized Cookie Mold, Holly Wreath Bow Star Design, Baking Tool for Holiday Festive Party Biscuit Decoration",7.59,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/open/385f0d1f1b5d4897b4c6f5c755933f7c-goods.jpeg,https://www.temu.com/search_result.html?search_key=606789202501426&search_method=user,916.csv,False,,True,0
15,1.9035960519945996,607690608723353,1件红色时尚 8 球抱枕套、时髦房间装饰、复古学院风幸运 8 球装饰、适用于各种类型的居家装饰（不含枕芯）45*45cm/18*18inch,2.76,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/a0e4a40a37914eb3bfb20e926d6e83a3-goods.jpeg,https://www.temu.com/search_result.html?search_key=607690608723353&search_method=user,916.csv,False,,True,0
17,1.901419022786864,606242617532117,2件，波西米亚腰部枕套12X20英寸黑金色花卉叶装饰枕套复古花叶涤纶垫套农舍家居装饰，适用于沙发床门廊户外,5.76,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/11e546f0-45d7-4294-8e01-f5d4ed855415.jpg,https://www.temu.com/search_result.html?search_key=606242617532117&search_method=user,916.csv,False,,True,1
19,1.881631775607916,607123136179677,1个可爱森林动物秋千落叶静电贴窗膜，玻璃贴纸，个面可见可重复使用贴花，鲜艳秋景，感恩节家居装饰，客厅咖啡馆窗户室内季节性装饰品，PET静电吸附玻璃膜 无残留 不留胶，自粘可移除， 可重复使用 双面可视,2.37,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/38c0ef5c9a4d48b090e3291dfb109555-goods.jpeg,https://www.temu.com/search_result.html?search_key=607123136179677&search_method=user,916.csv,False,,True,0
