排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
1340,0.8372341101841063,601099540658515,柔软短毛绒心理健康意识抱枕套 - 防过敏，拉链闭合，可机洗，适用于咨询与心理治疗师办公室,4.76,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/69c1a9296eafea681c70b16f37b09ef3.jpg,https://www.temu.com/search_result.html?search_key=601099540658515&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,False,186
316,1.1471621704195625,601099543533100,4个浪漫的农场动物和向日葵枕套，18x18英寸 - 软短毛绒，拉链，机洗 - 春季甜美的农场设计，带有牛、猪、公鸡和花卉装饰，适用于沙发或沙发装饰,11.9,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/fdf69f51-04b4-4627-ab43-8b58f3f6c67a.jpg,https://www.temu.com/search_result.html?search_key=601099543533100&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,True,146
1158,0.8917522909424137,601099547658779,6 件装高地牛厨房毛巾 - 柔软、可重复使用且吸水的�!布，带有质朴的动物图案，非常适合洗碗、柜台和浴室清洁、洗碗巾,7.94,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/3f6370f1-323a-41f0-a619-384dc6f71f89.jpg,https://www.temu.com/search_result.html?search_key=601099547658779&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,False,929
30,1.3636898758994918,601099592122499,Supercar Alloy Model Simulation Alloy Pull-Back Sports Car Model Ornament Exquisite Gift Cake Decoration,4.91,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/2024-06-12/1718175134276-9502dbeb69504db3bd0cb0da5e5b8e26-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099592122499&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,True,205
946,0.9608914576783573,601099623854216,"jit 纹理形状厨房地毯，厨房地垫 1pc/2pcs 门口地垫，防滑地垫，适用走廊，厨房，洗衣房，浴室，卧室，办公室，节日礼物,节日装饰,新年礼物，春季家居装饰",9.49,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/9d91264d-6dea-435b-b860-41dd4bd9fa37.jpg,https://www.temu.com/search_result.html?search_key=601099623854216&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,True,3
182,1.2055054172300177,601099668533164,可客制化波士顿名称金属摩托车墙艺术 - 复古风格铁艺装饰标志，适用于家庭和车库，送给骑车人和爱好者的完美礼物，摩托车配件,7.47,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/2024-09-12/1726122557751-bec6b73e97f84609a39afae000fcabde-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099668533164&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,True,0
2533,0.44315277820351473,601099668746182,个性化木制蝴蝶墙面装饰，经典设计姓名标牌，雕塑品，适用于家庭卧室和客厅装饰,6.56,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/2024-09-12/1726128844638-37df452e8c3b4e199a7ee7dfb906787e-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099668746182&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,False,0
3580,0.25462346232443844,601099680613449,个性化金属墙 आर्ट，特色是海盗骷髅和交叉锚，采用经典几何航海主题设计。这款可定制的家庭姓名标牌非常适合万圣节，并且可用作客厅或海滨室内装饰品。,8.85,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/2024-09-22/1726965084258-a83bf516f243448bafe08735851cbb89-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099680613449&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,False,0
1547,0.753542177766198,601099694246374,JIT 1/4 Pcs 冬季圣诞节雪人图案浴帘套装，拐杖糖姜饼雪人和松鼠图案装饰，涤纶面料，含防滑地毯马桶盖和浴垫，带12个挂钩的浴室装饰,12.1,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/fancy/0a7c07d8-f0d9-46ab-afc7-1c33b5f689c7.jpg,https://www.temu.com/search_result.html?search_key=601099694246374&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,True,9
1733,0.668513973972276,601099703308687,"一件，节日圣诞抱枕套，""这是一年中最美好的时光"" 设计，18x18英寸，短毛绒，涤纶，现代风格，拉链封闭，可机洗，适用于家居沙发和长椅装饰",5.78,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/2024-10-09/1728465085556-ff3263aab0b340119f193698196b288c-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099703308687&search_method=user,2098682172555476993_无收录_去重训练库_无违禁.csv,False,,False,10
