排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
400,1.3519514504414882,601099541874284,"Imitation Cashmere + 1200g per square meter + Non-slip Cotton Fabric Backing + 12mm Brown Modern Yellow Plaid Area Rug, Minimalist Style Gray Indoor Carpet, Super Soft Touch Suitable for Living Room Kitchen Bathroom Bedroom Laundry Hotel Lobby Cafe Shop Entrance Mat, Corridor Floor Decor, Outdoor Camping Anti-Slip Insulated Comfortable Feel High Quality Machine Washable Rug Pad 1pc",36.46,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/69628fd3-a396-4a39-9791-d4b2976a7999.jpg,https://www.temu.com/search_result.html?search_key=601099541874284&search_method=user,916.csv,False,,True,98
2487,0.6225518563380675,601099555749818,"1pc Golf Course Pattern Tapestry, Polyester Tapestry, Wall Hanging For Living Room Bedroom Dorm, Home Decor",4.43,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/4bc078bf-40a6-492d-8906-a3f951f61b1d.jpg,https://www.temu.com/search_result.html?search_key=601099555749818&search_method=user,916.csv,False,,False,94
962,1.1140529784719524,601099558678932,一只11盎司绿帽圣诞老人图案水杯，可爱的陶瓷杯纪念品，咖啡杯送给母亲父亲，情人节生日假期母亲节父亲节礼物,6.49,家居厨房用品,杯具,https://img.kwcdn.com/product/fancy/697d07eb-0e8d-410b-a11d-d2f17d97688a.jpg,https://www.temu.com/search_result.html?search_key=601099558678932&search_method=user,916.csv,False,,True,1
2792,0.5702622448990988,601099558696656,一只11盎司的红色、白色和黑色毯子狗图案水杯，创意陶瓷杯纪念品，咖啡杯送给母亲父亲，情人节生日节日母亲节父亲节礼物,6.1,家居厨房用品,杯具,https://img.kwcdn.com/product/fancy/278a0f0c-5482-4b19-a37a-4f9424d5ccfe.jpg,https://www.temu.com/search_result.html?search_key=601099558696656&search_method=user,916.csv,False,,False,1
285,1.4323681196183768,601099558937463,"2D Flat, 1pc, Winter Snow Village Canvas Wall Art, Watercolor Christmas Painting of a Country Cottage, Christmas Village Wall Art, Winter Print for Festive Home Decoration, Unframed, 30.48×45.72 cm",3.38,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/2eaf6552-9861-4394-ba75-37d2af1fc6bd.jpg,https://www.temu.com/search_result.html?search_key=601099558937463&search_method=user,916.csv,False,,True,5000
4095,0.4290932939760847,601099569972743,1 件 11oz 有趣的袋鼠妈妈和小袋鼠图案水杯、可爱的陶瓷杯纪念品、给妈妈爸爸的咖啡杯、情人节生日、节日母亲节、父亲节礼物,6.32,家居厨房用品,杯具,https://img.kwcdn.com/product/open/2024-04-24/1713938561937-3f3c08b48dcf43baa1819638c6c23734-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099569972743&search_method=user,916.csv,False,,False,1
569,1.2725529984557515,601099570389169,11盎司，Fancy Bird设计的咖啡杯是送给朋友、姐妹、同事和家人的完美礼物。对于咖啡爱好者来说，这是一个理想的选择。这是一款适用于生日、派对、聚会和节日的陶瓷杯,5.75,家居厨房用品,杯具,https://img.kwcdn.com/product/open/2024-04-25/1714012415949-74a0c95d67a74f1fb34bb2e7eca57262-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099570389169&search_method=user,916.csv,False,,True,3
1136,1.0630530992328107,601099570410725,11盎司，绿帽大象设计的咖啡杯是送给朋友、姊妹、同事和家人的完美礼物。对于咖啡爱好者来说，这是一个理想的选择。这是一款用于生日、聚会、聚会和节庆的陶瓷杯,6.54,家居厨房用品,杯具,https://img.kwcdn.com/product/open/2024-04-25/1714013711481-7d17637f853d47de9fd54e739b32ea25-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099570410725&search_method=user,916.csv,False,,True,1
4929,0.3679154864577573,601099570654736,一只11盎司的鱼尾水杯，可爱的陶瓷杯纪念品，咖啡杯送给母亲父亲，情人节生日假期母亲节父亲节礼物,5.93,家居厨房用品,杯具,https://img.kwcdn.com/product/open/2024-04-25/1714036074961-fe4203f107c14ae99c12e5c227f23222-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099570654736&search_method=user,916.csv,False,,False,2
4846,0.372719141022108,601099570679224,1 件 11 盎司有趣的狗带帽子图案水杯、可爱的陶瓷杯纪念品、给母亲父亲的咖啡杯、情人节生日、节日母亲节、父亲节礼物,6.44,家居厨房用品,杯具,https://img.kwcdn.com/product/open/2024-04-25/1714038661967-07344e38bbe047acb9f2aa11aefa4af5-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099570679224&search_method=user,916.csv,False,,False,1
